[20974.636363] GC: mov data/node block	gc_type=BG
[20974.636368] GC: segno[520] valid blocks[453]
[20974.645463] inode=7772, blkindex=2926 blkaddr=272896
[21158.980663] inode=7780, blkindex=7811 blkaddr=347693
[21158.980665] inode=7780, blkindex=7812 blkaddr=347694
[21158.980667] inode=7779, blkindex=7654 blkaddr=347695
[21158.980670] inode=7779, blkindex=7655 blkaddr=347696
[21158.980672] inode=7779, blkindex=7656 blkaddr=347697
[21158.980674] inode=7779, blkindex=7657 blkaddr=347698
[21158.980676] inode=7779, blkindex=7658 blkaddr=347699
[21158.980678] inode=7779, blkindex=7659 blkaddr=347700
[21158.980680] inode=7779, blkindex=7660 blkaddr=347701
[21158.980682] inode=7779, blkindex=7661 blkaddr=347702
[21158.980684] inode=7779, blkindex=7662 blkaddr=347703
[21158.980685] inode=7779, blkindex=7663 blkaddr=347704
[21158.980688] inode=7801, blkindex=7933 blkaddr=347715
[21158.980699] inode=7801, blkindex=7934 blkaddr=347716
[21158.980701] inode=7801, blkindex=7935 blkaddr=347717
[21158.980705] inode=7801, blkindex=7936 blkaddr=347718
[21158.980707] inode=7801, blkindex=7937 blkaddr=347719
[21158.980709] inode=7801, blkindex=7938 blkaddr=347720
[21158.980712] inode=7801, blkindex=7939 blkaddr=347721
[21158.980715] inode=7801, blkindex=7940 blkaddr=347722
[21158.980717] inode=7801, blkindex=7941 blkaddr=347723
[21158.980719] inode=7801, blkindex=7942 blkaddr=347724
[21158.980721] inode=7783, blkindex=7577 blkaddr=347725
[21158.980725] inode=7783, blkindex=7578 blkaddr=347726
[21158.980727] inode=7783, blkindex=7579 blkaddr=347727
[21158.980729] inode=7783, blkindex=7580 blkaddr=347728
[21158.980731] inode=7783, blkindex=7581 blkaddr=347729
[21158.980733] inode=7783, blkindex=7582 blkaddr=347730
[21158.980734] inode=7783, blkindex=7583 blkaddr=347731
[21158.980736] inode=7783, blkindex=7584 blkaddr=347732
[21158.980738] inode=7783, blkindex=7585 blkaddr=347733
[21158.980740] inode=7783, blkindex=7586 blkaddr=347734
[21158.980742] inode=7759, blkindex=7520 blkaddr=347735
[21158.980746] inode=7759, blkindex=7521 blkaddr=347736
[21158.980748] inode=7759, blkindex=7522 blkaddr=347737
[21158.980750] inode=7759, blkindex=7523 blkaddr=347738
[21158.980752] inode=7759, blkindex=7524 blkaddr=347739
[21158.980754] inode=7759, blkindex=7525 blkaddr=347740
[21158.980756] inode=7759, blkindex=7526 blkaddr=347741
[21158.980758] inode=7759, blkindex=7527 blkaddr=347742
[21158.980760] inode=7759, blkindex=7528 blkaddr=347743
[21158.980763] inode=7782, blkindex=7673 blkaddr=347764
[21158.980766] inode=7782, blkindex=7674 blkaddr=347765
[21158.980768] inode=7782, blkindex=7675 blkaddr=347766
[21158.980770] inode=7782, blkindex=7676 blkaddr=347767
[21158.980772] inode=7782, blkindex=7677 blkaddr=347768
[21158.980776] inode=7782, blkindex=7678 blkaddr=347769
[21158.980780] inode=7795, blkindex=7618 blkaddr=347770
[21158.980783] inode=7795, blkindex=7619 blkaddr=347771
[21158.980785] inode=7795, blkindex=7620 blkaddr=347772
[21158.980788] inode=7795, blkindex=7621 blkaddr=347773
[21158.980790] inode=7795, blkindex=7622 blkaddr=347774
[21158.980792] inode=7795, blkindex=7623 blkaddr=347775
[21158.980794] inode=7795, blkindex=7624 blkaddr=347776
[21158.980795] inode=7795, blkindex=7625 blkaddr=347777
[21158.980797] inode=7754, blkindex=7581 blkaddr=347778
[21158.980800] inode=7754, blkindex=7582 blkaddr=347779
[21158.980802] inode=7754, blkindex=7583 blkaddr=347780
[21158.980804] inode=7754, blkindex=7584 blkaddr=347781
[21158.980806] inode=7754, blkindex=7585 blkaddr=347782
[21158.980807] inode=7754, blkindex=7586 blkaddr=347783
[21158.980810] inode=7786, blkindex=7000 blkaddr=347784
[21158.980813] inode=7786, blkindex=7001 blkaddr=347785
[21158.980815] inode=7786, blkindex=7002 blkaddr=347786
[21158.980817] inode=7786, blkindex=7003 blkaddr=347787
[21158.980819] inode=7786, blkindex=7004 blkaddr=347788
[21158.980820] inode=7786, blkindex=7005 blkaddr=347789
[21158.980822] inode=7786, blkindex=7006 blkaddr=347790
[21158.980824] inode=7775, blkindex=6844 blkaddr=347791
[21158.980827] inode=7775, blkindex=6845 blkaddr=347792
[21158.980829] inode=7775, blkindex=6846 blkaddr=347793
[21158.980831] inode=7775, blkindex=6847 blkaddr=347794
[21158.980833] inode=7775, blkindex=6848 blkaddr=347795
[21158.980835] inode=7775, blkindex=6849 blkaddr=347796
[21158.980837] inode=7775, blkindex=6850 blkaddr=347797
[21158.980840] inode=7775, blkindex=6851 blkaddr=347798
[21158.980842] inode=7775, blkindex=6852 blkaddr=347799
[21158.980846] inode=7771, blkindex=6826 blkaddr=347800
[21158.980849] inode=7771, blkindex=6827 blkaddr=347801
[21158.980851] inode=7771, blkindex=6828 blkaddr=347802
[21158.980853] inode=7771, blkindex=6829 blkaddr=347803
[21158.980855] inode=7771, blkindex=6830 blkaddr=347804
[21158.980857] inode=7771, blkindex=6831 blkaddr=347805
[21158.980859] inode=7771, blkindex=6832 blkaddr=347806
[21158.980861] inode=7771, blkindex=6833 blkaddr=347807
[21158.980862] inode=7771, blkindex=6834 blkaddr=347808
[21158.980864] inode=7771, blkindex=6835 blkaddr=347809
[21158.980866] inode=7771, blkindex=6836 blkaddr=347810
[21158.980868] inode=7771, blkindex=6837 blkaddr=347811
[21158.980870] inode=7801, blkindex=7079 blkaddr=347812
[21158.980872] inode=7801, blkindex=7080 blkaddr=347813
[21158.980874] inode=7801, blkindex=7081 blkaddr=347814
[21158.980876] inode=7801, blkindex=7082 blkaddr=347815
[21158.980878] inode=7801, blkindex=7083 blkaddr=347816
[21158.980879] inode=7801, blkindex=7084 blkaddr=347817
[21158.980881] inode=7755, blkindex=6847 blkaddr=347818
[21158.980884] inode=7755, blkindex=6848 blkaddr=347819
[21158.980887] inode=7755, blkindex=6849 blkaddr=347820
[21158.980889] inode=7755, blkindex=6850 blkaddr=347821
[21158.980891] inode=7755, blkindex=6851 blkaddr=347822
[21158.980893] inode=7755, blkindex=6852 blkaddr=347823
[21158.980895] inode=7790, blkindex=6935 blkaddr=347824
[21158.980898] inode=7790, blkindex=6936 blkaddr=347825
[21158.980901] inode=7790, blkindex=6937 blkaddr=347826
[21158.980903] inode=7790, blkindex=6938 blkaddr=347827
[21158.980904] inode=7790, blkindex=6939 blkaddr=347828
[21158.980906] inode=7790, blkindex=6940 blkaddr=347829
[21158.980908] inode=7790, blkindex=6941 blkaddr=347830
[21158.980912] inode=7790, blkindex=6942 blkaddr=347831
[21158.980914] inode=7790, blkindex=6943 blkaddr=347832
[21158.980916] inode=7790, blkindex=6944 blkaddr=347833
[21158.980918] inode=7790, blkindex=6945 blkaddr=347834
[21158.980919] inode=7799, blkindex=6730 blkaddr=347835
[21158.980922] inode=7799, blkindex=6731 blkaddr=347836
[21158.980924] inode=7799, blkindex=6732 blkaddr=347837
[21158.980926] inode=7799, blkindex=6733 blkaddr=347838
[21158.980928] inode=7799, blkindex=6734 blkaddr=347839
[21158.980930] inode=7799, blkindex=6735 blkaddr=347840
[21158.980932] inode=7799, blkindex=6736 blkaddr=347841
[21158.980934] inode=7799, blkindex=6737 blkaddr=347842
[21158.980935] inode=7799, blkindex=6738 blkaddr=347843
[21158.980937] inode=7799, blkindex=6739 blkaddr=347844
[21158.980939] inode=7799, blkindex=6740 blkaddr=347845
[21158.980941] inode=7777, blkindex=6781 blkaddr=347846
[21158.980944] inode=7777, blkindex=6782 blkaddr=347847
[21158.980945] inode=7777, blkindex=6783 blkaddr=347848
[21158.980947] inode=7777, blkindex=6784 blkaddr=347849
[21158.980949] inode=7777, blkindex=6785 blkaddr=347850
[21158.980951] inode=7777, blkindex=6786 blkaddr=347851
[21158.980953] inode=7777, blkindex=6787 blkaddr=347852
[21158.980955] inode=7777, blkindex=6788 blkaddr=347853
[21158.980958] inode=7777, blkindex=6789 blkaddr=347854
[21158.980960] inode=7777, blkindex=6790 blkaddr=347855
[21158.980961] inode=7777, blkindex=6791 blkaddr=347856
[21158.980963] inode=7777, blkindex=6792 blkaddr=347857
[21158.980965] inode=7777, blkindex=6793 blkaddr=347858
[21158.980966] inode=7777, blkindex=6794 blkaddr=347859
[21158.980968] inode=7777, blkindex=6795 blkaddr=347860
[21158.980970] inode=7777, blkindex=6796 blkaddr=347861
[21158.980973] inode=7765, blkindex=6867 blkaddr=347873
[21158.980984] inode=7765, blkindex=6868 blkaddr=347874
[21158.980987] inode=7765, blkindex=6869 blkaddr=347875
[21158.980989] inode=7765, blkindex=6870 blkaddr=347876
[21158.980991] inode=7765, blkindex=6871 blkaddr=347877
[21158.980993] inode=7765, blkindex=6872 blkaddr=347878
[21158.980996] inode=7765, blkindex=6873 blkaddr=347879
[21158.980998] inode=7765, blkindex=6874 blkaddr=347880
[21158.981000] inode=7765, blkindex=6875 blkaddr=347881
[21158.981002] inode=7765, blkindex=6876 blkaddr=347882
[21158.981004] inode=7765, blkindex=6877 blkaddr=347883
[21158.981005] inode=7765, blkindex=6878 blkaddr=347884
[21158.981008] inode=7757, blkindex=6845 blkaddr=347885
[21158.981011] inode=7757, blkindex=6846 blkaddr=347886
[21158.981013] inode=7757, blkindex=6847 blkaddr=347887
[21158.981015] inode=7757, blkindex=6848 blkaddr=347888
[21158.981016] inode=7757, blkindex=6849 blkaddr=347889
[21158.981019] inode=7757, blkindex=6850 blkaddr=347890
[21158.981020] inode=7757, blkindex=6851 blkaddr=347891
[21158.981022] inode=7757, blkindex=6852 blkaddr=347892
[21158.981025] inode=7757, blkindex=6853 blkaddr=347893
[21158.981026] inode=7757, blkindex=6854 blkaddr=347894
[21158.981028] inode=7757, blkindex=6855 blkaddr=347895
[21158.981030] inode=7757, blkindex=6856 blkaddr=347896
[21158.981032] inode=7757, blkindex=6857 blkaddr=347897
[21158.981034] inode=7757, blkindex=6858 blkaddr=347898
[21158.981036] inode=7757, blkindex=6859 blkaddr=347899
[21158.981038] inode=7759, blkindex=6760 blkaddr=347900
[21158.981040] inode=7759, blkindex=6761 blkaddr=347901
[21158.981042] inode=7759, blkindex=6762 blkaddr=347902
[21158.981044] inode=7759, blkindex=6763 blkaddr=347903
[21158.981048] inode=7759, blkindex=6764 blkaddr=347904
[21158.981049] inode=7759, blkindex=6765 blkaddr=347905
[21158.981051] inode=7759, blkindex=6766 blkaddr=347906
[21158.981054] inode=7759, blkindex=6767 blkaddr=347907
[21158.981056] inode=7759, blkindex=6768 blkaddr=347908
[21158.981058] inode=7759, blkindex=6769 blkaddr=347909
[21158.981060] inode=7759, blkindex=6770 blkaddr=347910
[21158.981062] inode=7795, blkindex=6812 blkaddr=347911
[21158.981064] inode=7795, blkindex=6813 blkaddr=347912
[21158.981066] inode=7795, blkindex=6814 blkaddr=347913
[21158.981068] inode=7795, blkindex=6815 blkaddr=347914
[21158.981070] inode=7795, blkindex=6816 blkaddr=347915
[21158.981072] inode=7795, blkindex=6817 blkaddr=347916
[21158.981074] inode=7764, blkindex=6901 blkaddr=347917
[21158.981076] inode=7764, blkindex=6902 blkaddr=347918
[21158.981078] inode=7764, blkindex=6903 blkaddr=347919
[21158.981080] inode=7764, blkindex=6904 blkaddr=347920
[21158.981083] inode=7764, blkindex=6905 blkaddr=347921
[21158.981084] inode=7764, blkindex=6906 blkaddr=347922
[21158.981087] inode=7764, blkindex=6907 blkaddr=347923
[21158.981088] inode=7764, blkindex=6908 blkaddr=347924
[21158.981090] inode=7764, blkindex=6909 blkaddr=347925
[21158.981092] inode=7764, blkindex=6910 blkaddr=347926
[21158.981094] inode=7764, blkindex=6911 blkaddr=347927
[21158.981095] inode=7764, blkindex=6912 blkaddr=347928
[21158.981098] inode=7764, blkindex=6913 blkaddr=347929
[21158.981100] inode=7764, blkindex=6914 blkaddr=347930
[21158.981101] inode=7764, blkindex=6915 blkaddr=347931
[21158.981103] inode=7754, blkindex=6764 blkaddr=347932
[21158.981105] inode=7754, blkindex=6765 blkaddr=347933
[21158.981107] inode=7754, blkindex=6766 blkaddr=347934
[21158.981111] inode=7754, blkindex=6767 blkaddr=347935
[21158.981113] inode=7754, blkindex=6768 blkaddr=347936
[21158.981115] inode=7754, blkindex=6769 blkaddr=347937
[21158.981117] inode=7754, blkindex=6770 blkaddr=347938
[21158.981118] inode=7754, blkindex=6771 blkaddr=347939
[21158.981120] inode=7754, blkindex=6772 blkaddr=347940
[21158.981122] inode=7782, blkindex=6854 blkaddr=347948
[21158.981129] inode=7782, blkindex=6855 blkaddr=347949
[21158.981131] inode=7782, blkindex=6856 blkaddr=347950
[21158.981133] inode=7782, blkindex=6857 blkaddr=347951
[21158.981135] inode=7782, blkindex=6858 blkaddr=347952
[21158.981137] inode=7782, blkindex=6859 blkaddr=347953
[21158.981139] inode=7782, blkindex=6860 blkaddr=347954
[21158.981141] inode=7782, blkindex=6861 blkaddr=347955
[21158.981143] inode=7782, blkindex=6862 blkaddr=347956
[21158.981145] inode=7782, blkindex=6863 blkaddr=347957
[21158.981147] inode=7782, blkindex=6864 blkaddr=347958
[21158.981149] inode=7782, blkindex=6865 blkaddr=347959
[21158.981151] inode=7782, blkindex=6866 blkaddr=347960
[21158.981153] inode=7782, blkindex=6867 blkaddr=347961
[21158.981155] inode=7782, blkindex=6868 blkaddr=347962
[21158.981157] inode=7796, blkindex=6754 blkaddr=347963
[21158.981159] inode=7796, blkindex=6755 blkaddr=347964
[21158.981161] inode=7796, blkindex=6756 blkaddr=347965
[21158.981162] inode=7796, blkindex=6757 blkaddr=347966
[21158.981164] inode=7796, blkindex=6758 blkaddr=347967
[21158.981166] inode=7796, blkindex=6759 blkaddr=347968
[21158.981168] inode=7796, blkindex=6760 blkaddr=347969
[21158.981170] inode=7796, blkindex=6761 blkaddr=347970
[21158.981172] inode=7796, blkindex=6762 blkaddr=347971
[21158.981174] inode=7796, blkindex=6763 blkaddr=347972
[21158.981177] inode=7772, blkindex=6855 blkaddr=347973
[21158.981181] inode=7772, blkindex=6856 blkaddr=347974
[21158.981183] inode=7772, blkindex=6857 blkaddr=347975
[21158.981185] inode=7772, blkindex=6858 blkaddr=347976
[21158.981186] inode=7772, blkindex=6859 blkaddr=347977
[21158.981188] inode=7772, blkindex=6860 blkaddr=347978
[21158.981190] inode=7772, blkindex=6861 blkaddr=347979
[21158.981192] inode=7756, blkindex=6855 blkaddr=347980
[21158.981194] inode=7756, blkindex=6856 blkaddr=347981
[21158.981196] inode=7756, blkindex=6857 blkaddr=347982
[21158.981198] inode=7756, blkindex=6858 blkaddr=347983
[21158.981201] inode=7756, blkindex=6859 blkaddr=347984
[21158.981203] inode=7756, blkindex=6860 blkaddr=347985
[21158.981205] inode=7756, blkindex=6861 blkaddr=347986
[21158.981207] inode=7756, blkindex=6862 blkaddr=347987
[21158.981209] inode=7756, blkindex=6863 blkaddr=347988
[21158.981210] inode=7756, blkindex=6864 blkaddr=347989
[21158.981212] inode=7756, blkindex=6865 blkaddr=347990
[21158.981214] inode=7756, blkindex=6866 blkaddr=347991
[21158.981216] inode=7798, blkindex=6919 blkaddr=347992
[21158.981219] inode=7798, blkindex=6920 blkaddr=347993
[21158.981221] inode=7798, blkindex=6921 blkaddr=347994
[21158.981223] inode=7798, blkindex=6922 blkaddr=347995
[21158.981225] inode=7798, blkindex=6923 blkaddr=347996
[21158.981227] inode=7798, blkindex=6924 blkaddr=347997
[21158.981229] inode=7798, blkindex=6925 blkaddr=347998
[21158.981231] inode=7798, blkindex=6926 blkaddr=347999
[21158.981233] inode=7798, blkindex=6927 blkaddr=348000
[21158.981235] inode=7798, blkindex=6928 blkaddr=348001
[21158.981237] inode=7798, blkindex=6929 blkaddr=348002
[21158.981239] inode=7766, blkindex=6863 blkaddr=348003
[21158.981243] inode=7766, blkindex=6864 blkaddr=348004
[21158.981244] inode=7766, blkindex=6865 blkaddr=348005
[21158.981246] inode=7766, blkindex=6866 blkaddr=348006
[21158.981248] inode=7766, blkindex=6867 blkaddr=348007
[21158.981250] inode=7766, blkindex=6868 blkaddr=348008
[21158.981252] inode=7766, blkindex=6869 blkaddr=348009
[21158.981253] inode=7766, blkindex=6870 blkaddr=348010
[21158.981255] inode=7766, blkindex=6871 blkaddr=348011
[21158.981258] inode=7766, blkindex=6872 blkaddr=348012
[21158.981260] inode=7785, blkindex=6875 blkaddr=348013
[21158.981263] inode=7785, blkindex=6876 blkaddr=348014
[21158.981265] inode=7785, blkindex=6877 blkaddr=348015
[21158.981267] inode=7785, blkindex=6878 blkaddr=348016
[21158.981269] inode=7785, blkindex=6879 blkaddr=348017
[21158.981271] inode=7785, blkindex=6880 blkaddr=348018
[21158.981272] inode=7785, blkindex=6881 blkaddr=348019
[21158.981274] inode=7785, blkindex=6882 blkaddr=348020
[21158.981276] inode=7785, blkindex=6883 blkaddr=348021
[21158.981278] inode=7785, blkindex=6884 blkaddr=348022
[21158.981279] inode=7785, blkindex=6885 blkaddr=348023
[21158.981281] inode=7785, blkindex=6886 blkaddr=348024
[21158.981283] inode=7787, blkindex=6959 blkaddr=348025
[21158.981287] inode=7787, blkindex=6960 blkaddr=348026
[21158.981289] inode=7787, blkindex=6961 blkaddr=348027
[21158.981291] inode=7787, blkindex=6962 blkaddr=348028
[21158.981293] inode=7787, blkindex=6963 blkaddr=348029
[21158.981295] inode=7787, blkindex=6964 blkaddr=348030
[21158.981297] inode=7787, blkindex=6965 blkaddr=348031
[21158.981298] inode=7787, blkindex=6966 blkaddr=348032
[21158.981300] inode=7787, blkindex=6967 blkaddr=348033
[21158.981302] inode=7787, blkindex=6968 blkaddr=348034
[21158.981305] inode=7787, blkindex=6969 blkaddr=348035
[21158.981307] inode=7780, blkindex=6935 blkaddr=348036
[21158.981309] inode=7780, blkindex=6936 blkaddr=348037
[21158.981311] inode=7780, blkindex=6937 blkaddr=348038
[21158.981313] inode=7780, blkindex=6938 blkaddr=348039
[21158.981316] inode=7780, blkindex=6939 blkaddr=348040
[21158.981317] inode=7780, blkindex=6940 blkaddr=348041
[21158.981319] inode=7780, blkindex=6941 blkaddr=348042
[21158.981321] inode=7780, blkindex=6942 blkaddr=348043
[21158.981323] inode=7780, blkindex=6943 blkaddr=348044
[21158.981325] inode=7780, blkindex=6944 blkaddr=348045
[21158.981327] inode=7767, blkindex=6904 blkaddr=348057
[21158.981336] inode=7767, blkindex=6905 blkaddr=348058
[21158.981338] inode=7767, blkindex=6906 blkaddr=348059
[21158.981340] inode=7767, blkindex=6907 blkaddr=348060
[21158.981342] inode=7767, blkindex=6908 blkaddr=348061
[21158.981344] inode=7767, blkindex=6909 blkaddr=348062
[21158.981346] inode=7767, blkindex=6910 blkaddr=348063
[21158.981348] inode=7767, blkindex=6911 blkaddr=348064
[21158.981350] inode=7767, blkindex=6912 blkaddr=348065
[21158.981353] inode=7767, blkindex=6913 blkaddr=348066
[21158.981355] inode=7767, blkindex=6914 blkaddr=348067
[21158.981357] inode=7773, blkindex=6853 blkaddr=348068
[21158.981360] inode=7773, blkindex=6854 blkaddr=348069
[21158.981362] inode=7773, blkindex=6855 blkaddr=348070
[21158.981364] inode=7773, blkindex=6856 blkaddr=348071
[21158.981366] inode=7773, blkindex=6857 blkaddr=348072
[21158.981368] inode=7773, blkindex=6858 blkaddr=348073
[21158.981370] inode=7773, blkindex=6859 blkaddr=348074
[21158.981371] inode=7773, blkindex=6860 blkaddr=348075
[21158.981373] inode=7773, blkindex=6861 blkaddr=348076
[21158.981377] inode=7773, blkindex=6862 blkaddr=348077
[21158.981378] inode=7773, blkindex=6863 blkaddr=348078
[21158.981381] inode=7773, blkindex=6864 blkaddr=348079
[21158.981383] inode=7762, blkindex=6952 blkaddr=348080
[21158.981386] inode=7762, blkindex=6953 blkaddr=348081
[21158.981387] inode=7762, blkindex=6954 blkaddr=348082
[21158.981389] inode=7762, blkindex=6955 blkaddr=348083
[21158.981391] inode=7762, blkindex=6956 blkaddr=348084
[21158.981393] inode=7762, blkindex=6957 blkaddr=348085
[21158.981394] inode=7762, blkindex=6958 blkaddr=348086
[21158.981397] inode=7762, blkindex=6959 blkaddr=348087
[21158.981400] inode=7763, blkindex=6847 blkaddr=348088
[21158.981402] inode=7763, blkindex=6848 blkaddr=348089
[21158.981404] inode=7763, blkindex=6849 blkaddr=348090
[21158.981406] inode=7763, blkindex=6850 blkaddr=348091
[21158.981408] inode=7763, blkindex=6851 blkaddr=348092
[21158.981410] inode=7763, blkindex=6852 blkaddr=348093
[21158.981412] inode=7763, blkindex=6853 blkaddr=348094
[21158.981414] inode=7763, blkindex=6854 blkaddr=348095
[21158.981415] inode=7763, blkindex=6855 blkaddr=348096
[21158.981417] inode=7763, blkindex=6856 blkaddr=348097
[21158.981419] inode=7763, blkindex=6857 blkaddr=348098
[21158.981421] inode=7792, blkindex=6775 blkaddr=348099
[21158.981423] inode=7792, blkindex=6776 blkaddr=348100
[21158.981425] inode=7792, blkindex=6777 blkaddr=348101
[21158.981427] inode=7792, blkindex=6778 blkaddr=348102
[21158.981429] inode=7792, blkindex=6779 blkaddr=348103
[21158.981431] inode=7792, blkindex=6780 blkaddr=348104
[21158.981433] inode=7792, blkindex=6781 blkaddr=348105
[21158.981435] inode=7792, blkindex=6782 blkaddr=348106
[21158.981437] inode=7792, blkindex=6783 blkaddr=348107
[21158.981440] inode=7792, blkindex=6784 blkaddr=348108
[21158.981442] inode=7792, blkindex=6785 blkaddr=348109
[21158.981444] inode=7792, blkindex=6786 blkaddr=348110
[21158.981445] inode=7792, blkindex=6787 blkaddr=348111
[21158.981447] inode=7792, blkindex=6788 blkaddr=348112
[21158.981449] inode=7792, blkindex=6789 blkaddr=348113
[21158.981451] inode=7792, blkindex=6790 blkaddr=348114
[21158.981452] inode=7792, blkindex=6791 blkaddr=348115
[21158.981454] inode=7802, blkindex=6806 blkaddr=348116
[21158.981457] inode=7802, blkindex=6807 blkaddr=348117
[21158.981459] inode=7802, blkindex=6808 blkaddr=348118
[21158.981461] inode=7802, blkindex=6809 blkaddr=348119
[21158.981463] inode=7802, blkindex=6810 blkaddr=348120
[21158.981466] inode=7802, blkindex=6811 blkaddr=348121
[21158.981468] inode=7802, blkindex=6812 blkaddr=348122
[21158.981469] inode=7802, blkindex=6813 blkaddr=348123
[21158.981471] inode=7802, blkindex=6814 blkaddr=348124
[21158.981473] inode=7758, blkindex=6832 blkaddr=348125
[21158.981476] inode=7758, blkindex=6833 blkaddr=348126
[21158.981478] inode=7758, blkindex=6834 blkaddr=348127
[21158.981479] inode=7758, blkindex=6835 blkaddr=348128
[21158.981481] inode=7758, blkindex=6836 blkaddr=348129
[21158.981483] inode=7758, blkindex=6837 blkaddr=348130
[21158.981485] inode=7758, blkindex=6838 blkaddr=348131
[21158.981486] inode=7758, blkindex=6839 blkaddr=348132
[21158.981488] inode=7758, blkindex=6840 blkaddr=348133
[21158.981490] inode=7793, blkindex=6905 blkaddr=348134
[21158.981495] inode=7793, blkindex=6906 blkaddr=348135
[21158.981497] inode=7793, blkindex=6907 blkaddr=348136
[21158.981499] inode=7793, blkindex=6908 blkaddr=348137
[21158.981501] inode=7793, blkindex=6909 blkaddr=348138
[21158.981504] inode=7793, blkindex=6910 blkaddr=348139
[21158.981505] inode=7793, blkindex=6911 blkaddr=348140
[21158.981507] inode=7793, blkindex=6912 blkaddr=348141
[21158.981509] inode=7793, blkindex=6913 blkaddr=348142
[21158.981511] inode=7761, blkindex=6840 blkaddr=348143
[21158.981514] inode=7761, blkindex=6841 blkaddr=348144
[21158.981516] inode=7761, blkindex=6842 blkaddr=348145
[21158.981517] inode=7761, blkindex=6843 blkaddr=348146
[21158.981519] inode=7761, blkindex=6844 blkaddr=348147
[21158.981521] inode=7761, blkindex=6845 blkaddr=348148
[21158.981523] inode=7761, blkindex=6846 blkaddr=348149
[21158.981525] inode=7761, blkindex=6847 blkaddr=348150
[21158.981527] inode=7761, blkindex=6848 blkaddr=348151
[21158.981529] inode=7761, blkindex=6849 blkaddr=348152
[21158.981531] inode=7761, blkindex=6850 blkaddr=348153
[21158.981532] inode=7761, blkindex=6851 blkaddr=348154
[21158.981534] inode=7768, blkindex=6883 blkaddr=348155
[21158.981537] inode=7768, blkindex=6884 blkaddr=348156
[21158.981539] inode=7768, blkindex=6885 blkaddr=348157
[21158.981541] inode=7768, blkindex=6886 blkaddr=348158
[21158.981543] inode=7768, blkindex=6887 blkaddr=348159
[21158.981544] after ranking
[21158.981545] inode=7765, blkindex=6867 blkaddr=347873
[21159.009281] inode=7765, blkindex=6868 blkaddr=347874
[21159.009283] inode=7765, blkindex=6869 blkaddr=347875
[21159.009284] inode=7765, blkindex=6870 blkaddr=347876
[21159.009285] inode=7765, blkindex=6871 blkaddr=347877
[21159.009286] inode=7765, blkindex=6872 blkaddr=347878
[21159.009288] inode=7765, blkindex=6873 blkaddr=347879
[21159.009289] inode=7765, blkindex=6874 blkaddr=347880
[21159.009290] inode=7765, blkindex=6875 blkaddr=347881
[21159.009291] inode=7765, blkindex=6876 blkaddr=347882
[21159.009292] inode=7765, blkindex=6877 blkaddr=347883
[21159.009293] inode=7765, blkindex=6878 blkaddr=347884
[21159.009294] inode=7765, blkindex=7666 blkaddr=347648
[21159.009296] inode=7765, blkindex=7667 blkaddr=347649
[21159.009297] inode=7765, blkindex=7668 blkaddr=347650
[21159.009298] inode=7765, blkindex=7669 blkaddr=347651
[21159.009299] inode=7765, blkindex=7670 blkaddr=347652
[21159.009300] inode=7796, blkindex=6754 blkaddr=347963
[21159.016236] inode=7796, blkindex=6755 blkaddr=347964
[21159.016238] inode=7796, blkindex=6756 blkaddr=347965
[21159.016239] inode=7796, blkindex=6757 blkaddr=347966
[21159.016240] inode=7796, blkindex=6758 blkaddr=347967
[21159.016241] inode=7796, blkindex=6759 blkaddr=347968
[21159.016242] inode=7796, blkindex=6760 blkaddr=347969
[21159.016243] inode=7796, blkindex=6761 blkaddr=347970
[21159.016244] inode=7796, blkindex=6762 blkaddr=347971
[21159.016245] inode=7796, blkindex=6763 blkaddr=347972
[21159.016246] inode=7796, blkindex=7542 blkaddr=347653
[21159.016247] inode=7796, blkindex=7543 blkaddr=347654
[21159.016248] inode=7796, blkindex=7544 blkaddr=347655
[21159.016249] inode=7796, blkindex=7545 blkaddr=347656
[21159.016250] inode=7796, blkindex=7546 blkaddr=347657
[21159.016251] inode=7796, blkindex=7547 blkaddr=347658
[21159.016252] inode=7796, blkindex=7548 blkaddr=347659
[21159.016253] inode=7756, blkindex=6855 blkaddr=347980
[21159.016255] inode=7756, blkindex=6856 blkaddr=347981
[21159.016256] inode=7756, blkindex=6857 blkaddr=347982
[21159.016257] inode=7756, blkindex=6858 blkaddr=347983
[21159.016258] inode=7756, blkindex=6859 blkaddr=347984
[21159.016259] inode=7756, blkindex=6860 blkaddr=347985
[21159.016260] inode=7756, blkindex=6861 blkaddr=347986
[21159.016261] inode=7756, blkindex=6862 blkaddr=347987
[21159.016262] inode=7756, blkindex=6863 blkaddr=347988
[21159.016263] inode=7756, blkindex=6864 blkaddr=347989
[21159.016264] inode=7756, blkindex=6865 blkaddr=347990
[21159.016265] inode=7756, blkindex=6866 blkaddr=347991
[21159.016266] inode=7756, blkindex=7655 blkaddr=347660
[21159.016268] inode=7756, blkindex=7656 blkaddr=347661
[21159.016269] inode=7756, blkindex=7657 blkaddr=347662
[21159.016270] inode=7756, blkindex=7658 blkaddr=347663
[21159.016271] inode=7756, blkindex=7659 blkaddr=347664
[21159.016272] inode=7756, blkindex=7660 blkaddr=347665
[21159.016273] inode=7756, blkindex=7661 blkaddr=347666
[21159.016274] inode=7756, blkindex=7662 blkaddr=347667
[21159.016275] inode=7756, blkindex=7663 blkaddr=347668
